province,year,persian_year,fuel_dependency_hbsir
West_Azerbaijan,2014,1393,0.24711559948633136
West_Azerbaijan,2015,1394,0.2709626800344794
West_Azerbaijan,2016,1395,0.2742725235899757
West_Azerbaijan,2017,1396,0.28310746078265514
West_Azerbaijan,2018,1397,0.2563628140067553
West_Azerbaijan,2019,1398,0.2705518701538443
West_Azerbaijan,2020,1399,0.2603560511102811
West_Azerbaijan,2021,1400,0.20413989421578627
West_Azerbaijan,2022,1401,0.19062696790833134
Yazd,2005,1384,0.40844165169563373
Yazd,2006,1385,0.3890863618357742
Yazd,2007,1386,0.41157158923653636
Yazd,2008,1387,0.4213540925709588
Yazd,2009,1388,0.470448824011549
Yazd,2010,1389,0.4752582295608921
Yazd,2011,1390,0.5327799449186359
Yazd,2012,1391,0.4862096423524879
Yazd,2013,1392,0.5170658518686105
Yazd,2014,1393,0.5022577994173685
Yazd,2015,1394,0.5100695143297389
Yazd,2016,1395,0.5073867592334174
Yazd,2017,1396,0.48719474980128097
Yazd,2018,1397,0.5043772322102429
Yazd,2019,1398,0.4669690700647993
Yazd,2020,1399,0.472335297063332
Yazd,2021,1400,0.4561564205069696
Yazd,2022,1401,0.4054800902557936
Zanjan,2005,1384,0.14579582536365615
Zanjan,2006,1385,0.15581794340834698
Zanjan,2007,1386,0.13065113375353896
Zanjan,2008,1387,0.12150790076022125
Zanjan,2009,1388,0.15213833147315514
Zanjan,2010,1389,0.1597939906405354
Zanjan,2011,1390,0.2053217956558565
Zanjan,2012,1391,0.1846318425720645
Zanjan,2013,1392,0.19848036518576417
Zanjan,2014,1393,0.17997856553361122
Zanjan,2015,1394,0.19916192213695744
Zanjan,2016,1395,0.18590224782429368
Zanjan,2017,1396,0.19434170364277997
Zanjan,2018,1397,0.18813347279917103
Zanjan,2019,1398,0.18683018885218475
Zanjan,2020,1399,0.19449897871157595
Zanjan,2021,1400,0.20161999312870876
Zanjan,2022,1401,0.19124452299617783
